"","V1","V2","V3","V4"
"1",0,3.77475828372553e-15,8.51774131227501e-08,0.0165747170004865
"2",0.0393002627533192,0,4.37603286940202e-11,0.00954433072131189
"3",0.110575811635515,0.0042204304386857,0,0.692040424838943
"4",0.243255070336726,0.49718346286043,0.0735783370135074,0
