Gene	Priority
ENSG00000105366	5
ENSG00000128272	5
ENSG00000131203	5
ENSG00000168995	5
ENSG00000168621	5
ENSG00000149177	5
ENSG00000169217	4
TGFB3	4
ENSG00000143575	4
CD300LG	4
ENSG00000197046	4
ENSG00000174807	4
TICAM1	4
ENSG00000243414	4
ENSG00000176782	4
ENSG00000206531	4
ENSG00000069702	4
ENSG00000163513	4
ENSG00000167850	4
ENSG00000158714	4
ENSG00000204671	4
ENSG00000174950	4
ZFP36	4
ENSG00000125903	4
CCL4L1	4
ENSG00000088782	4
ENSG00000125788	4
ENSG00000178591	4
ENSG00000276085	4
